Symbol,Name,Market Cap,Country,Sector
SBUX,Starbucks Corporation Common Stock,1.11E+11,United States,Consumer Discretionary
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,1183426454,United States,Real Estate
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,1048245476,United States,Real Estate
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,1042800292,United States,Real Estate
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,1064490909,United States,Real Estate
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,1102792187,United States,Real Estate
SCCO,Southern Copper Corporation Common Stock,75342810723,United States,Basic Materials
SCD,LMP Capital and Income Fund Inc. Common Stock,0,United States,Finance
SCHL,Scholastic Corporation Common Stock,864731336,United States,Consumer Discretionary
SCHW,Charles Schwab Corporation (The) Common Stock,1.16E+11,United States,Finance
SCI,Service Corporation International Common Stock,11462749989,United States,Consumer Discretionary
SCKT,Socket Mobile Inc. Common Stock,8668767,United States,Technology
SCL,Stepan Company Common Stock,1614372203,United States,Consumer Discretionary
SCLX,Scilex Holding Company Common Stock,209051667,United States,Health Care
SCLXW,Scilex Holding Company Warrant,49865535,United States,Health Care
SCM,Stellus Capital Investment Corporation Common Stock,350239355,United States,Finance
SCOR,comScore Inc. Common Stock,31782699,United States,Consumer Discretionary
SCPH,scPharmaceuticals Inc. Common Stock,255647102,United States,Health Care
SCPX,Scorpius Holdings Inc. Common Stock,2634805,United States,Health Care
SCS,Steelcase Inc. Common Stock,1522540690,United States,Consumer Discretionary
SCSC,ScanSource Inc. Common Stock,1059518942,United States,Technology
SCVL,Shoe Carnival Inc. Common Stock,1080426113,United States,Consumer Discretionary
SCWO,374Water Inc. Common Stock,196433965,United States,Consumer Discretionary
SCWX,SecureWorks Corp. Class A Common Stock,712401290,United States,Technology
SCYX,SCYNEXIS Inc. Common Stock,52999048,United States,Health Care
SD,SandRidge Energy Inc. Common Stock,439858683,United States,Energy
SDGR,Schrodinger Inc. Common Stock,1498152649,United States,Health Care
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,64739502,United States,Technology
SDOT,Sadot Group Inc. Common Stock,19970598,United States,Consumer Discretionary
SDST,Stardust Power Inc. Common Stock,476996080,United States,Industrials
SDSTW,Stardust Power Inc. Warrant,0,United States,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,44769803546,United States,Consumer Discretionary
SEAT,Vivid Seats Inc. Class A Common Stock,847938991,United States,Consumer Discretionary
SEB,Seaboard Corporation Common Stock,3004793750,United States,Industrials
SEE,Sealed Air Corporation Common Stock,4795541893,United States,Industrials
SEEL,Seelos Therapeutics Inc. Common Stock,1416940,United States,Health Care
SEER,Seer Inc. Class A Common Stock,98900920,United States,Industrials
SEG,Seaport Entertainment Group Inc. Common Stock,156931943,United States,Consumer Discretionary
SEIC,SEI Investments Company Common Stock,8609300617,United States,Finance
SELF,Global Self Storage Inc. Common Stock,58299855,United States,Real Estate
SEM,Select Medical Holdings Corporation Common Stock,4409011025,United States,Health Care
SEMR,SEMrush Holdings Inc. Class A Common Stock,1969597664,United States,Technology
SENEA,Seneca Foods Corp. Class A Common Stock,415280903,United States,Consumer Staples
SENEB,Seneca Foods Corp. Class B Common Stock,413132062,United States,Consumer Staples
SENS,Senseonics Holdings Inc. Common Stock,210962633,United States,Industrials
SERA,Sera Prognostics Inc. Class A Common Stock,251599176,United States,Health Care
SERV,Serve Robotics Inc. Common Stock,274425963,United States,Consumer Discretionary
SES,SES AI Corporation Class A Common Stock,361112965,United States,Miscellaneous
SEVN,Seven Hills Realty Trust Common Stock,201086650,United States,Real Estate
SEZL,Sezzle Inc. Common Stock,784140274,United States,Consumer Discretionary
SF,Stifel Financial Corporation Common Stock,8501383270,United States,Finance
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,2425451925,United States,Finance
SFBC,Sound Financial Bancorp Inc. Common Stock,138204721,United States,Finance
SFBS,ServisFirst Bancshares Inc. Common Stock,4090282248,United States,Finance
SFIX,Stitch Fix Inc. Class A Common Stock,439203149,United States,Consumer Discretionary
SFM,Sprouts Farmers Market Inc. Common Stock,10083141249,United States,Consumer Staples
SFNC,Simmons First National Corporation Class A Common Stock,2552450082,United States,Finance
SFST,Southern First Bancshares Inc. Common Stock,254112823,United States,Finance
SG,Sweetgreen Inc. Class A Common Stock,3676531664,United States,Consumer Discretionary
SGA,Saga Communications Inc. Class A Common Stock (FL),91981156,United States,Consumer Discretionary
SGBX,Safe & Green Holdings Corp. Common Stock,2027366,United States,Consumer Discretionary
SGC,Superior Group of Companies Inc. Common Stock,239030127,United States,Consumer Discretionary
SGD,Safe and Green Development Corporation Common Stock,4452178,United States,Finance
SGH,SMART Global Holdings Inc. Ordinary Shares,1010143284,United States,Technology
SGHT,Sight Sciences Inc. Common Stock,331022027,United States,Health Care
SGLY,Singularity Future Technology Ltd. Common Stock,5815797,United States,Consumer Discretionary
SGMA,SigmaTron International Inc. Common Stock,14257941,United States,Technology
SGMO,Sangamo Therapeutics Inc. Common Stock,175696601,United States,Health Care
SGMT,Sagimet Biosciences Inc. Series A Common Stock,115337455,United States,Health Care
SGRP,SPAR Group Inc. Common Stock,56207386,United States,Consumer Discretionary
SGRY,Surgery Partners Inc. Common Stock,3870923973,United States,Health Care
SGU,Star Group L.P. Common Stock,430841749,United States,Consumer Discretionary
SHAK,Shake Shack Inc. Class A Common Stock,4217346170,United States,Consumer Discretionary
SHBI,Shore Bancshares Inc Common Stock,459097953,United States,Finance
SHC,Sotera Health Company Common Stock,4585240197,United States,Health Care
SHCR,Sharecare Inc. Class A Common Stock,519302921,United States,Health Care
SHEN,Shenandoah Telecommunications Co Common Stock,782562480,United States,Telecommunications
SHFS,SHF Holdings Inc. Class A Common Stock,32149981,United States,Finance
SHIM,Shimmick Corporation Common Stock,94721079,United States,Industrials
SHLS,Shoals Technologies Group Inc. Class A Common Stock,1083200645,United States,Technology
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,2002933022,United States,Consumer Discretionary
SHOO,Steven Madden Ltd. Common Stock,3162455804,United States,Consumer Discretionary
SHOT,Safety Shot Inc. Common Stock,66580480,United States,Consumer Discretionary
SHOTW,Safety Shot Inc. Warrant,23401998,United States,Consumer Discretionary
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,3206809,United States,Health Care
SHW,Sherwin-Williams Company (The) Common Stock,93738935308,United States,Consumer Discretionary
SHYF,The Shyft Group Inc. Common Stock,421135282,United States,Consumer Discretionary
SIBN,SI-BONE Inc. Common Stock,628747556,United States,Health Care
SIDU,Sidus Space Inc. Class A Common Stock,12167711,United States,Telecommunications
SIEB,Siebert Financial Corp. Common Stock,79562063,United States,Finance
SIF,SIFCO Industries Inc. Common Stock,28860044,United States,Industrials
SIGA,SIGA Technologies Inc. Common Stock,535983248,United States,Health Care
SIGI,Selective Insurance Group Inc. Common Stock,5325941319,United States,Finance
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,1143663013,United States,Finance
SILK,Silk Road Medical Inc. Common Stock,1106819575,United States,Health Care
SILO,Silo Pharma Inc. Common Stock,5246814,United States,Consumer Discretionary
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,0,United States,Miscellaneous
SIMAU,SIM Acquisition Corp. I Unit,0,United States,Finance
SIMAW,SIM Acquisition Corp. I Warrant,0,United States,Finance
SINT,SiNtx Technologies Inc. Common Stock,2458594,United States,Health Care
SIRI,SiriusXM Holdings Inc. Common Stock,1.09E+11,United States,Consumer Discretionary
SITC,SITE Centers Corp. Common Stock,3010358992,United States,Real Estate
SITE,SiteOne Landscape Supply Inc. Common Stock,5960514483,United States,Consumer Discretionary
SITM,SiTime Corporation Common Stock,3293112804,United States,Technology
SJM,The J.M. Smucker Company Common Stock,12501667023,United States,Consumer Staples
SJT,San Juan Basin Royalty Trust Common Stock,152876851,United States,Energy
SJW,SJW Group Common Stock (DE),1903160888,United States,Utilities
SKGR,SK Growth Opportunities Corporation Class A Common Stock,0,United States,Finance
SKIL,Skillsoft Corp. Class A Common Stock,107157972,United States,Technology
SKIN,The Beauty Health Company Class A Common Stock,177348956,United States,Health Care
SKLZ,Skillz Inc. Class A Common Stock,99009625,United States,Technology
SKT,Tanger Inc. Common Stock,3380117798,United States,Real Estate
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,1568159723,United States,Finance
SKX,Skechers U.S.A. Inc. Common Stock,9996779945,United States,Consumer Discretionary
SKY,Champion Homes Inc. Common Stock,5036498896,United States,Consumer Discretionary
SKYE,Skye Bioscience Inc. Common Stock,192648142,United States,Health Care
SKYH,Sky Harbour Group Corporation Class A Common Stock,823067688,United States,Finance
SKYT,SkyWater Technology Inc. Common Stock,449630088,United States,Technology
SKYW,SkyWest Inc. Common Stock,2985719572,United States,Consumer Discretionary
SKYX,SKYX Platforms Corp. Common Stock,88281271,United States,Consumer Discretionary
SLAB,Silicon Laboratories Inc. Common Stock,3482706101,United States,Technology
SLDB,Solid Biosciences Inc. Common Stock,289078325,United States,Health Care
SLDP,Solid Power Inc. Class A Common Stock,238020601,United States,Miscellaneous
SLDPW,Solid Power Inc. Warrant,29170946,United States,Miscellaneous
SLE,Super League Enterprise Inc. Common Stock,11420148,United States,Consumer Discretionary
SLG,SL Green Realty Corp Common Stock,4346427712,United States,Real Estate
SLGN,Silgan Holdings Inc. Common Stock,5296256058,United States,Industrials
SLM,SLM Corporation Common Stock,4360100268,United States,Finance
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,16396586544,United States,Finance
SLND,Southland Holdings Inc. Common Stock,176066174,United States,Industrials
SLNG,Stabilis Solutions Inc. Common Stock,75455157,United States,Utilities
SLNH,Soluna Holdings Inc. Common Stock,17323113,United States,Finance
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,30905354,United States,Finance
SLNO,Soleno Therapeutics Inc. Common Stock,1888382037,United States,Health Care
SLP,Simulations Plus Inc. Common Stock,656453884,United States,Technology
SLQT,SelectQuote Inc. Common Stock,593747177,United States,Finance
SLRC,SLR Investment Corp. Common Stock,853234476,United States,Finance
SLRN,ACELYRIN INC. Common Stock,501037475,United States,Health Care
SLRX,Salarius Pharmaceuticals Inc. Common Stock,2305851,United States,Health Care
SLS,SELLAS Life Sciences Group Inc. Common Stock,84918897,United States,Health Care
SLVM,Sylvamo Corporation Common Stock,3020978363,United States,Basic Materials
SM,SM Energy Company Common Stock,4471471580,United States,Energy
SMAR,Smartsheet Inc. Class A Common Stock,7092058938,United States,Technology
SMBC,Southern Missouri Bancorp Inc. Common Stock,617953576,United States,Finance
SMBK,SmartFinancial Inc. Common Stock,483692207,United States,Finance
SMC,Summit Midstream Corporation Common Stock,396344056,United States,Utilities
SMCI,Super Micro Computer Inc. Common Stock,26081077126,United States,Technology
SMFL,Smart for Life Inc. Common Stock ,96738,United States,Health Care
SMG,Scotts Miracle-Gro Company (The) Common Stock,3770079985,United States,Industrials
SMHI,SEACOR Marine Holdings Inc. Common Stock ,251765636,United States,Consumer Discretionary
SMID,Smith-Midland Corporation Common Stock,168284493,United States,Industrials
SMLR,Semler Scientific Inc. Common Stock,169427465,United States,Health Care
SMMT,Summit Therapeutics Inc. Common Stock ,16447006948,United States,Health Care
SMP,Standard Motor Products Inc. Common Stock,686780229,United States,Consumer Discretionary
SMPL,The Simply Good Foods Company Common Stock,3338529372,United States,Consumer Staples
SMR,NuScale Power Corporation Class A Common Stock,2177837124,United States,Industrials
SMRT,SmartRent Inc. Class A Common Stock,340021092,United States,Technology
SMSI,Smith Micro Software Inc. Common Stock,6576937,United States,Technology
SMTC,Semtech Corporation Common Stock,3061752819,United States,Technology
SMTI,Sanara MedTech Inc. Common Stock,293111166,United States,Health Care
SMXT,Solarmax Technology Inc. Common Stock,49971490,United States,Consumer Discretionary
SN,SharkNinja Inc. Ordinary Shares,13770644365,United States,Consumer Discretionary
SNA,Snap-On Incorporated Common Stock,14554637649,United States,Consumer Discretionary
SNAL,Snail Inc. Class A Common Stock,30696705,United States,Technology
SNAP,Snap Inc. Class A Common Stock,14935361553,United States,Technology
SNAX,Stryve Foods Inc. Class A Common Stock,4649483,United States,Consumer Staples
SNAXW,Stryve Foods Inc. Warrant,29436,United States,Consumer Staples
SNBR,Sleep Number Corporation Common Stock,324147500,United States,Consumer Discretionary
SNCR,Synchronoss Technologies Inc. Common Stock,146694372,United States,Technology
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,263206052,United States,Health Care
SNCY,Sun Country Airlines Holdings Inc. Common Stock,586686692,United States,Consumer Discretionary
SND,Smart Sand Inc. Common Stock,85853088,United States,Industrials
SNDA,Sonida Senior Living Inc. Common Stock,481483800,United States,Health Care
SNDR,Schneider National Inc. Common Stock,4702775351,United States,Industrials
SNDX,Syndax Pharmaceuticals Inc. Common Stock,1558965279,United States,Health Care
SNES,SenesTech Inc. Common Stock,1654241,United States,Industrials
SNEX,StoneX Group Inc. Common Stock,2471454729,United States,Finance
SNFCA,Security National Financial Corporation Class A Common Stock,179343855,United States,Finance
SNGX,Soligenix Inc. Common Stock,7844648,United States,Health Care
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,3354153,United States,Health Care
SNOW,Snowflake Inc. Class A Common Stock,37542400000,United States,Technology
SNPS,Synopsys Inc. Common Stock,73965017736,United States,Technology
SNPX,Synaptogenix Inc. Common Stock,3758924,United States,Health Care
SNSE,Sensei Biotherapeutics Inc. Common Stock,12575565,United States,Health Care
SNTI,Senti Biosciences Inc. Common Stock,13920096,United States,Health Care
SNV,Synovus Financial Corp. Common Stock,6160575616,United States,Finance
SNX,TD SYNNEX Corporation Common Stock,9448420341,United States,Technology
SO,Southern Company (The) Common Stock,97164600473,United States,Utilities
SOBR,SOBR Safe Inc. Common Stock,3931875,United States,Consumer Discretionary
SOFI,SoFi Technologies Inc. Common Stock  ,7792056715,United States,Finance
SOHO,Sotherly Hotels Inc. Common Stock,23420030,United States,Real Estate
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,359303630,United States,Real Estate
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,361119829,United States,Real Estate
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,27156175935,United States,Utilities
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,26335251632,United States,Utilities
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,23522217688,United States,Basic Materials
SOLV,Solventum Corporation Common Stock,11987842260,United States,Health Care
SON,Sonoco Products Company Common Stock,5286266896,United States,Consumer Discretionary
SOND,Sonder Holdings Inc. Class A Common Stock,66056486,United States,Consumer Discretionary
SONDW,Sonder Holdings Inc. Warrants,172610,United States,Consumer Discretionary
SONM,Sonim Technologies Inc. Common Stock,12429743,United States,Utilities
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,4241602,United States,Health Care
SONO,Sonos Inc. Common Stock,1349260274,United States,Consumer Staples
SOPA,Society Pass Incorporated Common Stock,2505433,United States,Consumer Discretionary
SOR,Source Capital Inc. Common Stock,365154576,United States,Finance
SOTK,Sono-Tek Corporation Common Stock,68358819,United States,Technology
SOUN,SoundHound AI Inc Class A Common Stock,1736266195,United States,Technology
SOUNW,SoundHound AI Inc. Warrant,695941409,United States,Technology
SOWG,Sow Good Inc. Common Stock,109113382,United States,Consumer Staples
SPAI,Safe Pro Group Inc. Common Stock,39640312,United States,Health Care
SPB,Spectrum Brands Holdings Inc. Common Stock,2499768640,United States,Miscellaneous
SPCE,Virgin Galactic Holdings Inc. Common Stock,177737520,United States,Consumer Discretionary
SPE,Special Opportunities Fund Inc Common Stock,0,United States,Finance
SPFI,South Plains Financial Inc. Common Stock,531090581,United States,Finance
SPG,Simon Property Group Inc. Common Stock,53268967915,United States,Real Estate
SPGC,Sacks Parente Golf Inc. Common Stock,4189015,United States,Consumer Discretionary
SPGI,S&P Global Inc. Common Stock,1.61E+11,United States,Finance
SPH,Suburban Propane Partners L.P. Common Stock,1136634690,United States,Consumer Discretionary
SPHR,Sphere Entertainment Co. Class A Common Stock,1476992338,United States,Consumer Discretionary
SPIR,Spire Global Inc. Class A Common Stock,230099725,United States,Consumer Discretionary
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,0,United States,
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,849544427,United States,Industrials
SPOK,Spok Holdings Inc. Common Stock,301529138,United States,Telecommunications
SPR,Spirit Aerosystems Holdings Inc. Common Stock,3931274493,United States,Industrials
SPRB,Spruce Biosciences Inc. Common Stock,19412222,United States,Health Care
SPRO,Spero Therapeutics Inc. Common Stock,72425846,United States,Health Care
SPRU,Spruce Power Holding Corporation Class A Common Stock,52888020,United States,Consumer Discretionary
SPRY,ARS Pharmaceuticals Inc. Common Stock,1163299308,United States,Health Care
SPSC,SPS Commerce Inc. Common Stock,6932840790,United States,Technology
SPT,Sprout Social Inc Class A Common Stock,1478951273,United States,Technology
SPTN,SpartanNash Company Common Stock,710672164,United States,Consumer Discretionary
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,96134857,United States,Consumer Discretionary
SPXC,SPX Technologies Inc. Common Stock,6694753500,United States,Industrials
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0,United States,Finance
SQ,Block Inc. Class A Common Stock,39019580100,United States,Technology
SQFT,Presidio Property Trust Inc. Class A Common Stock,9319096,United States,Real Estate
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,222333021,United States,Real Estate
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,533309,United States,Real Estate
SQSP,Squarespace Inc. Class A Common Stock,6407256943,United States,Technology
SR,Spire Inc. Common Stock,3740498201,United States,Utilities
SRBK,SR Bancorp Inc. Common stock,96030093,United States,Finance
SRCE,1st Source Corporation Common Stock,1411910957,United States,Finance
SRCL,Stericycle Inc. Common Stock,5725223872,United States,Industrials
SRDX,Surmodics Inc. Common Stock,559694410,United States,Health Care
SRE,DBA Sempra Common Stock,51519079849,United States,Utilities
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,15822315416,United States,Utilities
SRG,Seritage Growth Properties Class A Common Stock,247017912,United States,Finance
SRI,Stoneridge Inc. Common Stock,335731083,United States,Consumer Discretionary
SRM,SRM Entertainment Inc. Common Stock,6947139,United States,Consumer Discretionary
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),12244083622,United States,Health Care
SRRK,Scholar Rock Holding Corporation Common Stock,695483494,United States,Health Care
SRTS,Sensus Healthcare Inc. Common Stock,96367620,United States,Health Care
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,0,United States,Finance
SRZN,Surrozen Inc. Common Stock,26897098,United States,Health Care
SRZNW,Surrozen Inc. Warrant,32059,United States,Health Care
SSB,SouthState Corporation Common Stock,7010885996,United States,Finance
SSBI,Summit State Bank Common Stock,53785428,United States,Finance
SSBK,Southern States Bancshares Inc. Common Stock,268118313,United States,Finance
SSD,Simpson Manufacturing Company Inc. Common Stock,7273493932,United States,Consumer Discretionary
SSIC,Silver Spike Investment Corp. Common Stock,70726290,United States,Finance
SSKN,Strata Skin Sciences Inc. Common Stock,13326859,United States,Health Care
SSNC,SS&C Technologies Holdings Inc. Common Stock,17873933356,United States,Technology
SSP,E.W. Scripps Company (The) Class A Common Stock,153289769,United States,Industrials
SSSS,SuRo Capital Corp. Common Stock,89187078,United States,Finance
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,576501529,United States,Finance
SST,System1 Inc. Class A Common Stock,108892238,United States,Technology
SSTI,SoundThinking Inc. Common Stock,161831868,United States,Technology
SSTK,Shutterstock Inc. Common Stock,1181908938,United States,Technology
SSY,SunLink Health Systems Inc. Common Stock,5315655,United States,Health Care
SSYS,Stratasys Ltd. Ordinary Shares (Israel),471571621,United States,Technology
STAA,STAAR Surgical Company Common Stock,1490894675,United States,Health Care
STAF,Staffing 360 Solutions Inc. Common Stock (DE),1334644,United States,Consumer Discretionary
STAG,Stag Industrial Inc. Common Stock,7136904656,United States,Real Estate
STBA,S&T Bancorp Inc. Common Stock,1565061306,United States,Finance
STC,Stewart Information Services Corporation Common Stock,1946667657,United States,Finance
STCN,Steel Connect Inc. Common Stock,72189388,United States,Consumer Discretionary
STE,STERIS plc (Ireland) Ordinary Shares,23871168811,United States,Health Care
STEL,Stellar Bancorp Inc. Common Stock,1389731168,United States,Finance
STEM,Stem Inc. Class A Common Stock,74710492,United States,Miscellaneous
STEP,StepStone Group Inc. Class A Common Stock,5852676026,United States,Finance
STER,Sterling Check Corp. Common Stock,1595268458,United States,Technology
STEW,SRH Total Return Fund Inc. Common Stock,0,United States,Finance
STHO,Star Holdings Shares of Beneficial Interest,172488198,United States,Real Estate
STI,Solidion Technology Inc. Common Stock,34966099,United States,Miscellaneous
STIM,Neuronetics Inc. Common Stock,22485294,United States,Health Care
STK,Columbia Seligman Premium Technology Growth Fund Inc,0,United States,Finance
STKS,The ONE Group Hospitality Inc. Common Stock,99977203,United States,Consumer Discretionary
STLD,Steel Dynamics Inc.,16680103277,United States,Industrials
STOK,Stoke Therapeutics Inc. Common Stock,776028557,United States,Health Care
STR,Sitio Royalties Corp. Class A Common Stock,3239385870,United States,Energy
STRA,Strategic Education Inc. Common Stock,2271717426,United States,Real Estate
STRL,Sterling Infrastructure Inc. Common Stock,3599752425,United States,Industrials
STRM,Streamline Health Solutions Inc. Common Stock,29892270,United States,Technology
STRO,Sutro Biopharma Inc. Common Stock,377852468,United States,Health Care
STRR,Star Equity Holdings Inc. Common Stock,13486193,United States,Health Care
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,31047027,United States,Health Care
STRS,Stratus Properties Inc. Common Stock,201691055,United States,Real Estate
STRT,STRATTEC SECURITY CORPORATION Common Stock,149094106,United States,Consumer Discretionary
STSS,Sharps Technology Inc. Common Stock,7579344,United States,Health Care
STSSW,Sharps Technology Inc. Warrant,3430861,United States,Finance
STT,State Street Corporation Common Stock,24663026791,United States,Finance
STTK,Shattuck Labs Inc. Common Stock,178022713,United States,Health Care
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,6191451726,United States,Real Estate
STXS,Stereotaxis Inc. Common Stock,184550634,United States,Health Care
STZ,Constellation Brands Inc. Common Stock,45334009254,United States,Consumer Staples
SUI,Sun Communities Inc. Common Stock,17668216244,United States,Real Estate
SUM,Summit Materials Inc. Class A Common Stock,6335159874,United States,Industrials
SUN,Sunoco LP Common Units representing limited partner interests,7937447283,United States,Energy
SUNS,Sunrise Realty Trust Inc. Common Stock,93908356,United States,Real Estate
SUP,Superior Industries International Inc. Common Stock (DE),84058414,United States,Consumer Discretionary
SUPN,Supernus Pharmaceuticals Inc. Common Stock,1712675428,United States,Health Care
SURG,SurgePays Inc. Common Stock,29222427,United States,Consumer Discretionary
SURGW,SurgePays Inc. Warrant,313944,United States,Consumer Discretionary
SVC,Service Properties Trust Common Stock,734889847,United States,Real Estate
SVCO,Silvaco Group Inc. Common Stock,393624428,United States,Technology
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,0,United States,Finance
SVRA,Savara Inc. Common Stock,711074605,United States,Health Care
SVT,Servotronics Inc. Common Stock,28674362,United States,Consumer Discretionary
SVV,Savers Value Village Inc. Common Stock,1412593689,United States,Consumer Discretionary
SWAG,Stran & Company Inc. Common Stock,21212355,United States,Consumer Discretionary
SWBI,Smith & Wesson Brands Inc. Common Stock,557065367,United States,Industrials
SWI,SolarWinds Corporation Common Stock,2075235909,United States,Technology
SWIM,Latham Group Inc. Common Stock,703864557,United States,Industrials
SWK,Stanley Black & Decker Inc. Common Stock,15035683207,United States,Consumer Discretionary
SWKH,SWK Holdings Corporation Common Stock,209286121,United States,Finance
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,317575927,United States,
SWKS,Skyworks Solutions Inc. Common Stock,16268709550,United States,Technology
SWN,Southwestern Energy Company Common Stock,6838486577,United States,Energy
SWTX,SpringWorks Therapeutics Inc. Common Stock,2871395224,United States,Health Care
SWX,Southwest Gas Holdings Inc. Common Stock (DE),4990401893,United States,Utilities
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,0,United States,Finance
SXC,SunCoke Energy Inc. Common Stock,648351841,United States,Industrials
SXI,Standex International Corporation Common Stock,1958606934,United States,Industrials
SXT,Sensient Technologies Corporation Common Stock,3120479977,United States,Industrials
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,2298838,United States,Health Care
SYBT,Stock Yards Bancorp Inc. Common Stock,1701111993,United States,Finance
SYBX,Synlogic Inc. Common Stock,16140630,United States,Health Care
SYF,Synchrony Financial Common Stock,18117191974,United States,Finance
SYK,Stryker Corporation Common Stock,1.40E+11,United States,Health Care
SYM,Symbotic Inc. Class A Common Stock,11348482589,United States,Industrials
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,2857872312,United States,Technology
SYPR,Sypris Solutions Inc. Common Stock,36758181,United States,Industrials
SYRA,Syra Health Corp. Class A Common Stock,5290598,United States,Consumer Discretionary
SYRE,Spyre Therapeutics Inc. Common Stock,1471673488,United States,Health Care
SYRS,Syros Pharmaceuticals Inc. Common Stock,43029671,United States,Health Care
SYY,Sysco Corporation Common Stock,37458783707,United States,Consumer Discretionary
T,AT&T Inc.,1.54E+11,United States,Telecommunications
TACT,TransAct Technologies Incorporated Common Stock,42492805,United States,Technology
TAIT,Taitron Components Incorporated Class A Common Stock,16919516,United States,Technology
TALK,Talkspace Inc. Common Stock,304464154,United States,Health Care
TALKW,Talkspace Inc. Warrant,8158294,United States,Health Care
TALO,Talos Energy Inc. Common Stock,1952867799,United States,Energy
TARA,Protara Therapeutics Inc.  Common Stock,35070612,United States,Health Care
TARS,Tarsus Pharmaceuticals Inc. Common Stock,1209727237,United States,Health Care
TASK,TaskUs Inc. Class A Common Stock,227182909,United States,Technology
TAYD,Taylor Devices Inc. Common Stock,182876287,United States,Industrials
TBB,AT&T Inc. 5.350% Global Notes due 2066,1.76E+11,United States,Telecommunications
TBBK,The Bancorp Inc Common Stock,2292751047,United States,Finance
TBC,AT&T Inc. 5.625% Global Notes due 2067,1.81E+11,United States,Telecommunications
TBI,TrueBlue Inc. Common Stock,223703378,United States,Consumer Discretionary
TBIO,Telesis Bio Inc. Common Stock,3014008,United States,Industrials
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,555658214,United States,Finance
TBMC,Trailblazer Merger Corporation I Class A Common Stock,0,United States,Finance
TBNK,Territorial Bancorp Inc. Common Stock,82051231,United States,Finance
TBRG,TruBridge Inc. Common Stock,181767779,United States,Technology
TCBI,Texas Capital Bancshares Inc. Common Stock,3131213817,United States,Finance
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,975674769,United States,Finance
TCBK,TriCo Bancshares Common Stock,1376138364,United States,Finance
TCBS,Texas Community Bancshares Inc. Common Stock,46514650,United States,Finance
TCBX,Third Coast Bancshares Inc. Common Stock,342311156,United States,Finance
TCI,Transcontinental Realty Investors Inc. Common Stock,242851173,United States,Real Estate
TCMD,Tactile Systems Technology Inc. Common Stock,315162736,United States,Health Care
TCPC,BlackRock TCP Capital Corp. Common Stock,781447053,United States,Finance
TCRT,Alaunos Therapeutics Inc. Common Stock,3762942,United States,Health Care
TCRX,TScan Therapeutics Inc. Common Stock,301421320,United States,Health Care
TCS,Container Store (The) Common Stock,35315685,United States,Consumer Discretionary
